     日期          上游水位       下游水位          气温        降雨
    19861031,      2491.980,      2447.520,         1.000,   1000000.000
    19861101,      2492.630,      2447.520,         0.600,   1000000.000
    19861102,      2493.280,      2447.520,         2.200,   1000000.000
    19861103,      2493.860,      2447.520,         1.100,   1000000.000
    19861104,      2494.270,      2447.520,        -0.300,   1000000.000
    19861105,      2494.910,      2447.520,        -0.300,   1000000.000
    19861106,      2495.520,      2447.520,         0.700,   1000000.000
    19861107,      2495.990,      2447.520,        -1.000,   1000000.000
    19861108,      2496.580,      2447.520,        -5.800,   1000000.000
    19861109,      2497.010,      2447.520,        -5.800,   1000000.000
    19861110,      2497.420,      2447.520,        -4.400,   1000000.000
    19861111,      2497.850,      2447.520,        -0.500,   1000000.000
    19861112,      2498.310,      2447.520,        -2.200,   1000000.000
    19861113,      2498.760,      2447.520,        -0.200,   1000000.000
    19861114,      2499.040,      2447.520,        -1.600,   1000000.000
    19861115,      2499.360,      2447.520,        -0.600,   1000000.000
    19861116,      2499.730,      2447.520,        -1.300,   1000000.000
    19861117,      2500.090,      2447.520,        -0.100,   1000000.000
    19861118,      2500.410,      2447.520,        -3.100,   1000000.000
    19861119,      2500.760,      2447.520,        -5.400,   1000000.000
    19861120,      2501.160,      2447.520,         3.600,   1000000.000
    19861121,      2501.500,      2447.520,        -1.600,   1000000.000
    19861122,      2501.810,      2447.520,         0.300,   1000000.000
    19861123,      2502.050,      2447.520,        -1.300,   1000000.000
    19861124,      2502.490,      2447.520,        -4.500,   1000000.000
    19861125,      2502.700,      2447.520,        -4.800,   1000000.000
    19861126,      2503.000,      2447.520,        -4.200,   1000000.000
    19861127,      2503.280,      2447.520,        -5.100,   1000000.000
    19861128,      2503.590,      2447.520,        -4.200,   1000000.000
    19861129,      2503.870,      2447.520,        -4.000,   1000000.000
    19861130,      2504.130,      2447.520,        -4.800,   1000000.000
    19861201,      2504.380,      2447.520,        -3.200,   1000000.000
    19861202,      2504.650,      2447.520,        -6.200,   1000000.000
    19861203,      2504.850,      2447.520,        -8.400,   1000000.000
    19861204,      2505.080,      2447.520,        -5.400,   1000000.000
    19861205,      2505.360,      2447.520,        -2.200,   1000000.000
    19861206,      2505.540,      2447.520,        -1.600,   1000000.000
    19861207,      2505.730,      2447.520,        -4.400,   1000000.000
    19861208,      2505.960,      2447.520,        -2.300,   1000000.000
    19861209,      2506.160,      2447.520,        -6.200,   1000000.000
    19861210,      2506.330,      2447.520,        -7.500,   1000000.000
    19861211,      2506.520,      2447.520,        -7.900,   1000000.000
    19861212,      2506.720,      2447.520,        -4.200,   1000000.000
    19861213,      2506.890,      2447.520,        -6.200,   1000000.000
    19861214,      2507.040,      2447.520,        -6.800,   1000000.000
    19861215,      2507.190,      2447.520,        -7.400,   1000000.000
    19861216,      2507.330,      2447.520,        -6.900,   1000000.000
    19861217,      2507.520,      2447.520,        -8.500,   1000000.000
    19861218,      2507.730,      2447.520,       -13.200,   1000000.000
    19861219,      2507.910,      2447.520,       -12.000,   1000000.000
    19861220,      2508.070,      2447.580,       -14.400,   1000000.000
    19861221,      2508.210,      2447.520,       -14.500,   1000000.000
    19861222,      2508.340,      2447.520,       -15.100,   1000000.000
    19861223,      2508.490,      2447.520,       -14.900,   1000000.000
    19861224,      2508.640,      2447.520,       -13.000,   1000000.000
    19861225,      2508.770,      2447.520,       -16.400,   1000000.000
    19861226,      2508.910,      2447.520,       -11.200,   1000000.000
    19861227,      2509.070,      2447.520,       -13.900,   1000000.000
    19861228,      2509.220,      2447.520,       -15.000,   1000000.000
    19861229,      2509.330,      2447.520,       -14.400,   1000000.000
    19861230,      2509.450,      2447.520,       -13.500,   1000000.000
    19861231,      2509.570,      2447.520,       -12.200,   1000000.000
    19870101,      2509.690,      2447.520,       -10.100,   1000000.000
    19870102,      2509.820,      2447.520,       -12.600,   1000000.000
    19870103,      2509.930,      2447.520,       -15.600,   1000000.000
    19870104,      2510.050,      2447.520,       -13.800,   1000000.000
    19870105,      2510.160,      2447.520,       -13.000,   1000000.000
    19870106,      2510.270,      2447.520,       -10.000,   1000000.000
    19870107,      2510.370,      2447.520,       -11.400,   1000000.000
    19870108,      2510.490,      2447.520,       -12.600,   1000000.000
    19870109,      2510.580,      2447.520,       -11.700,   1000000.000
    19870110,      2510.670,      2447.520,       -12.100,   1000000.000
    19870111,      2510.750,      2447.520,        -9.300,   1000000.000
    19870112,      2510.870,      2447.520,       -11.800,   1000000.000
    19870113,      2510.950,      2447.520,       -11.200,   1000000.000
    19870114,      2511.090,      2447.520,       -11.200,   1000000.000
    19870115,      2511.220,      2447.520,        -4.800,   1000000.000
    19870116,      2511.310,      2447.520,        -6.100,   1000000.000
    19870117,      2511.400,      2447.520,        -6.800,   1000000.000
    19870118,      2511.500,      2447.520,        -4.700,   1000000.000
    19870119,      2511.590,      2447.520,        -7.600,   1000000.000
    19870120,      2511.680,      2447.520,        -7.400,   1000000.000
    19870121,      2511.750,      2447.520,        -3.900,   1000000.000
    19870122,      2511.820,      2447.520,        -3.200,   1000000.000
    19870123,      2511.900,      2447.520,        -8.000,   1000000.000
    19870124,      2511.970,      2447.520,        -6.900,   1000000.000
    19870125,      2512.060,      2447.520,        -8.500,   1000000.000
    19870126,      2512.140,      2447.520,       -10.700,   1000000.000
    19870127,      2512.220,      2447.520,        -8.600,   1000000.000
    19870128,      2512.310,      2447.520,        -6.300,   1000000.000
    19870129,      2512.390,      2447.520,        -4.700,   1000000.000
    19870130,      2512.490,      2447.520,        -5.000,   1000000.000
    19870131,      2512.580,      2447.520,        -5.600,   1000000.000
    19870201,      2512.680,      2447.520,        -6.300,   1000000.000
    19870202,      2512.790,      2447.520,        -6.800,   1000000.000
    19870203,      2512.900,      2447.520,        -5.800,   1000000.000
    19870204,      2513.030,      2447.520,        -6.000,   1000000.000
    19870205,      2513.180,      2447.520,        -2.100,   1000000.000
    19870206,      2513.320,      2447.520,        -4.800,   1000000.000
    19870207,      2513.440,      2447.520,        -4.200,   1000000.000
    19870208,      2513.580,      2447.520,        -1.600,   1000000.000
    19870209,      2513.710,      2447.520,        -1.800,   1000000.000
    19870210,      2513.830,      2447.520,        -1.200,   1000000.000
    19870211,      2513.960,      2447.520,        -2.800,   1000000.000
    19870212,      2514.070,      2447.520,        -5.900,   1000000.000
    19870213,      2514.180,      2447.520,        -2.600,   1000000.000
    19870214,      2514.290,      2447.520,         2.800,   1000000.000
    19870215,      2514.420,      2447.520,         0.400,   1000000.000
    19870216,      2514.410,      2447.520,         0.900,   1000000.000
    19870217,      2514.070,      2451.350,        -0.600,   1000000.000
    19870218,      2513.760,      2451.300,        -2.500,   1000000.000
    19870219,      2513.250,      2451.300,        -4.500,   1000000.000
    19870220,      2512.900,      2450.920,        -3.300,   1000000.000
    19870221,      2512.500,      2450.870,        -4.600,   1000000.000
    19870222,      2512.170,      2450.820,        -4.900,   1000000.000
    19870223,      2511.860,      2450.720,        -2.600,   1000000.000
    19870224,      2511.550,      2449.040,        -1.400,   1000000.000
    19870225,      2511.230,      2449.020,        -0.800,   1000000.000
    19870226,      2510.570,      2449.000,        -1.300,   1000000.000
    19870227,      2510.250,      2449.020,        -3.600,   1000000.000
    19870228,      2509.850,      2449.030,        -1.100,   1000000.000
    19870301,      2509.120,      2449.010,        -1.100,   1000000.000
